text,type,created_at
"Eu fiz o cancelamento de alguns itens desse pedido da  , para comprá-los novamente em uma promoção com desconto maior, e até o momento não recebi a devolução do valor no meu cartão de crédito. A   me enviou um e-mail de &quot;Devolução de valores pendentes&quot; apenas de um dos itens (Malhação - Viva A Diferença - Trilha Sonora), mas nem o valor desse item eu ainda recebi. O e-mail de devolução dos outros itens ( Iaiá Garcia - Col.   de Bolso, Red Hill, O Burrinho Pedrês - Col.   de Bolso, Minha Vida De Menina, A Vida Secreta Das Árvores – o Que Elas Sentem e Como Se Comunicam) a   nem sequer me enviou. Quando a gente faz um pedido na  , mesmo se for de itens em pré-venda ou que ainda não estão disponíveis em estoque, que a gente nem ter certeza se vai recebê-los, a   já debita o valor no cartão de crédito, comprometendo o limite, mas para devolver os valores eles demoram.  Agora, hoje, eu acabei de cancelar os itens restantes do pedido ( Zoologia, O Homem Que Caiu na Terra, Wytches - Capa Dura), que estão em pré-venda ou não disponíveis em estoque, e com certeza vão demorar muitos dias para devolverem os valores.<br />Aguardo retorno.",chargeback,2017-07-07T10:52:11
"No dia 07/06/2017 fiz a compra de um livro atraves do website da loja   no valor de $111,35 ja incluso o valor de entrega rapida para dois dias. Somente no dia 16/06/2017 recebi um email dizendo que tiveram dificuldades na entrega, sendo assim foi me solicitado um novo endereco. No mesmo dia informei um novo endereco de entrega, este que foi recusado dizendo que o a cidade nao era a mesma e dessa forma uma nova entrega nao poderia ser efetuada (Protocolo de atendimento: 8030586). Logo em seguida informei que a cidade era a mesma (Sao Paulo Capital) e que se caso a entrega nao fosse efetuada no endereco que eu informei que eu queria a devolucao do valor pago. No dia 19 de Julho de 2017 as 8:26 recebi um email informando que a minha encomenda estava em processo de devolução ao estoque da  . Informando que assim que produto desse entrada no estoque o mesmo receberia um e-mail de estorno e reembolso dentro do prazo de 10 dias corridos.  Sendo assim aguardei o prazo de estorno, fato que nao ocorreu. E entao no dia 5 de Julho enviei um email pedindo a devolucao e informando que o prazo havia se encerrado. <br />O atendimento me responde dizendo que a entrega foi feita (sem a minha autorizacao) e ainda me pediram para confirmer se houve o recebimento. <br />Enviei diversos emails de reclamacao, dizendo que nao recebi o livro e que desejo meu valor estornado. Eles simplesmente ignoraram minhas solicitacoes e ficam me respondendo que foi entregue e que devo verificar com a pessoa responsavel pelo recebimento. <br /><br />Nao sou e nao serei responsavel pela falta de organizacao de uma empresa que primeiro informa que a entrega nao podera ser feita e depois informa que o valor sera estornado e assim nao o faz. Acreditei erroneiamente na idoneidade de uma empresa. Eu so quero que o valor seja estornado INTEGRALMENTE para minha conta, assim como foi informado que seria feito pelo departamento nos emails trocados.  <br /><br />Kelly Ferreira",chargeback,2017-07-06T17:19:20
"Em 16/03/2017 realizei a cancelamento do pedido nr 281190815, de 15/03/17. Ja se passaram mais de quase 4 meses e ainda não recebi o estorno do valor pago.<br /><br />Tenho os protocolos nr 7996002 e 7995639 de solicitação a   do meu reembolso, mas não resolveram.",chargeback,2017-07-06T11:51:02
"A atendente do reclameaqui alegou que estava de olho no problema porém NÃO está encaminhei email e contatei pelo site e um outro chat NADA foi resolvido, informei que não tinha caído a baixa de valor no cartão que FECHOU A FATURA que preciso do reembolso antes do dia 10 para pagamento do cartão que eles não reveram meu dinheiro e fizeram pouco caso, a mesma alegou ter ligado no meu celular porém NÃO TEVE QUAISQUER CHAMADAS mesmo em locais onde fica sem sinal eu recebo sms que teria recebido ligação e não tive qualquer aviso de ligação. No desespero encaminhei email que também fizeram pouco caso ao não responder nada!!! JÁ É DIA 4 a fatura precisará ser paga dia 10 e não me devolveram meu dinheiro, estou quase indo ao Procon pois os mesmos não estão resolvendo meu dinheiro de volta!!! Muita palhaçada com o consumidor na qual primeiro me mandaram só cancelar a compra, depois ainda fazem pouco caso para resolver o problema pior escolha da minha vida foi ter comprado no site pois até o momento fizeram pouco caso do começo ao fim, acreditei que a atendente resolveria algo porém informei que fechou a fatura com o valor e que precisariam reembolsar de outra forma e simplesmente NADA",chargeback,2017-07-04T20:59:23
"Bom dia! Fiz uma compra no dia 20/06/2017 e consta no rastreamento que já fizeram tentativa de entrega três vezes e eu não estava em casa. Gostaria de receber meu dinheiro de volta já que não recebi o produto. Como devo proceder? Fiz pagamento com boleto bancário. Aguardo retorno o mais rápido possível.<br /><br />Att,<br />Júlia Cidade",chargeback,2017-07-04T09:57:43
Eu paguei o boleto e não recebi um email de confirmação e fui verificar a entrega do produto e lá mostra como se estivesse aguardando o pagamento mesmo quando eu ja havia o feito.,chargeback,2017-07-04T03:32:07
"No dia 26/6/2017, havia uma promoção no site da   em que, por meio de um desconto progressivo, ao comprar 3 ou mais livros, o cliente receberia um desconto de 20%. Comprei 6 livros, mas verifiquei, após concluir a compra, que o desconto concedido (e lançado no meu cartão de crédito) correspondia a somente 10%.<br />Imediatamente, entrei em contato com a Central de Atendimento, que, por meio do Protocolo 8107020 (Atendente Gisele), no primeiro momento, tentou me convencer de que o desconto estaria certo. Depois de eu demonstrar que o desconto estava errado, me garantiram que o estorno no meu cartão de crédito seria realizado em até 3 dias úteis. Passado esse prazo, tive a surpresa de receber uma mensagem por email solicitando que APRESENTASSE O COMPROVANTE DE QUE O DESCONTO NÃO TINHA SIDO CONCEDIDO CORRETAMENTE!!! Mesmo a empresa dispondo dessa informação (afinal, foi a   quem veiculou a promoção e realizou a venda), eu me dei ao trabalho de encaminhar cópias das telas que salvei, tanto da promoção, quanto da compra efetuada com o desconto de 10% (errado, portanto). <br />Hoje, não tendo recebido nenhum retorno, voltei a ligar para a Central de Atendimento, Protocolo 8172384, oportunidade em que a atendente Paula registrou mais uma vez minha reclamação e solicitou um novo prazo de três dias úteis para que o Setor Financeiro analise meu pedido e, SE FOR O CASO, providencie o estorno. Diante dessa resposta, demonstrei minha insatisfação, uma vez que, por ter alertado do erro do site ao conceder o desconto incorreto, a empresa deveria ter PRONTAMENTE PROVIDENCIADO O ESTORNO, e não me feito aguardar dias e dias para, depois, solicitar comprovante de compra. Até o momento, não houve o estorno, motivo pelo qual valho-me deste instrumento para reclamar, já que o telefone do setor financeiro (3065-7210), fornecido a mim pela atendente Paula, não atende.<br />Espero não ter que me aborrecer com esta empresa, da qual sou cliente habitual, por conta de uma falta de respeito ao consumidor e de honra no cumprimento das promoções que ela mesma divulga. Exijo o estorno imediato.",chargeback,2017-07-03T15:06:47
"Hoje faz 30 dias corridos que solicitei o estorno do item e-book Os Filhos das Estrelas do pedido 298716320; que não consegui baixar no   Reader 4.3.2, e, até agora, o valor ainda não foi devidamente estornado no meu cartão de crédito Mastercard.",chargeback,2017-06-30T10:57:32
"No dia 31 de Maio realizei uma compra pelo site, onde a data de entrega era até o dia 08 de Junho, porém não chegou nada na minha casa, dia 10 entrei em contato com o atendimento online e o prazo foi renovado para o dia 13 de Junho e novamente nada foi entregue, entrei em contato novamente pelo atendimento online e pedi o estorno do valor, porque no endereço não teria mais ninguém para receber após o dia 15 de Junho e a pessoa que me atendeu informou que eles tentariam entregar novamente e que a entrega iria voltar e depois de 3 dias o pedido seria cancelado e o estorno seria feito na próxima fatura ou na do mês seguinte e que eu receberia um e-mail depois de 3 dias informando sobre o estorno, esperei esse prazo e nada aconteceu. Recebi um SMS pedindo para entrar em contato com a central, eu liguei e lá ninguém soube informar nada e até o momento não recebi nada, nem o estorno e nenhuma informação de quando será realizado esse estorno. Nunca tive problemas com a  , mas dessa vez eles passaram dos limites pelo péssimo atendimento. Pessoas mal preparadas no atendimento online e no telefônico, dão informações desencontradas e não tem certeza de nada o que passam. Quero meu estorno integral e pelo que vi diretamente com eles é impossível.",chargeback,2017-06-26T22:25:36
"Fiz um pedido em 31/10/2016. De acordo com o site, o produto foi enviado para transporte em 10/11. Ocorre que até hoje, 26/12, a situação do pedido permanece como em transporte e o pedido não foi entregue. Já solicitei o cancelamento através do site, porém sem sucesso. Tive o mesmo problema anteriormente, e somente após a reclamação aqui o problema foi solucionado (mesmo assim demorou mais de um mês da reclamação para que fosse resolvido). Portanto, peço o cancelamento do produto e o estorno do valor pago.",chargeback,2016-12-26T18:21:31
"No dia 01/12/2016,  efetue o pagamento do meu pedido número :  254878895, contendo os seguintes  itens : 01 CD Seal 7 e 01 blu-ray Couting crows  ( August and Everything  After  Live ) , com a entrega prevista para o dia 16/12/2016 .  Vendo que o meu pedido nunca era entregue à transportadora entrei em contato por duas vezes e os atendentes diziam que :  seria faturado para o envio  . Para minha surpresa no dia 15/12 ( um dia antes da data da entrega prevista ) recebi um e-mail informado que o blu-ray Couting Crows não estava disponível  e que a nova data prevista seria no dia 05/01 /2017 - após a ninha compra e posterior pagamento estava disponível no site . Entrei em contato e solicitei o cancelamento e solicitei um  crédito no valor do blu-ray , o qual foi me sugerido  cartão presente  ( imagine , presente com o meu dinheiro ), o qual seria recebido através do meu e-mail com o prazo de 01 a 03  dias úteis segundo informação da atendente no dia 15/12/ 2016 , não recebi nenhum e-mail  com o código do cartão presente .  No dia 20/12 retornei a central de atendimento e o atendente me informou que a atendente do dia 15/12  solicitou devolução em conta  . Como assim ?  Abriu um nova notificação para o  setor responsável  para que seja atendida a minha solicitação e que eu aguardasse mais 01 a 03 dias úteis . Até agora nao recebi nenhum e-mail com código para efetuar a nova compra  e nenhuma satisfação da   até hoje dia 26/12/2016.<br />Estou  aguardando   !",chargeback,2016-12-26T00:33:57
"O produto solicitado estava indisponível na loja e só poderiam me entregar no dia 15 de Fevereiro, data que não posso aguardar, já que preciso deste equipamento para início de janeiro, para dar continuidade a meu curso de fotografia. Entrei em contato com a loja pelo chat online para o cancelamento do pedido. A atendente realizou a operação pelo protocolo 5128242, no entanto não me foi passada uma confirmação do cancelamento ou prazo para estorno por e-mail. Além disso, dias depois recebo um e-mail dizendo que o produto (do pedido já cancelado) estava a caminho da minha residencia. Já não tenho interesse no produto até porque, devido a este inconveniente, tive que comprar o mesmo produto numa outra loja física.<br />Preciso do estorno o quanto antes e a confirmação do cancelamento. Do mesmo modo, não tenho interesse em comprar na   novamente.",chargeback,2016-12-24T11:04:37
"Em 10/12/2016 fiz a compra do pedido 256987805 com prazo de entrega de 5 dias úteis. Selecionei a opção de ENTREGA EM LOJA – LOJA   DO SHOPPING TATUAPÉ, justamente para assegurar o prazo de entrega. Com isso a previsão de entrega ficou para 16-19/12/2016. <br />Até 20/12 de manhã não havia recebido nenhum email da confirmação de disponibilidade para retirada em loja. Eis que então fiz contato com a Loja para confirmar e fui informado que meu pedido não havia sido entregue AINDA... mas que eu deveria esperar até as 17hs !<br />Esperei... e nada. Liguei novamente na loja as 17:20 e fui informado que as entregas ocorrem ao meio dia, ou seja, se não chegou ao meio dia é porque não vem mais no dia.. teria que esperar pelo dia seguinte. <br />Com essa info, liguei na central e fui informado que a entrega estava atrasada (jura ???) e que não havia como precisar quando o produto seria entregue NA LOJA. Pedi pelo cancelamento do pedido pois como estava indo para o shopping, poderia usar o crédito para comprar o mesmo produto na loja ´fisica da  . <br /><br />DETALHE – EU PEDI O CANCELAMENTO NA CENTRAL E PEDI QUE FOSSE ME DADO UM CUPOM DE CREDITO... não o estorno.. justamente pq já ia usar na loja. <br /><br />RESPOSTA – São 3 dias uteis para cancelar e como paguei no cartão de crédito, só por estorno após o cancelamento ser processo. Deveria aguardar o email deles. <br /><br />ABSURDO !<br />Se me fizessem o cancelamento imediato e me enviassem um cupom pelo email não precisava de reembolso e eu “teria que comprar” na loja física.. teria tido só o inconveniente e possivelmente, pagaria mais caro... mas eu mesmo propus isso pq precisava do produto para presente. <br />NÃO, PREFEREM CRIAR UMA BUROCRACIA (Burrocracia) e jogar para 3 dias uteis sem resolver no momento. <br /><br />Entendo pelo artigo 49 do CDC, que o cancelamento deve ser feito de imediato. Eu não posso ser penalizado por um problema interno da loja. Nada adiantou !<br /><br />Hoje fiz contato pelo chat online as 11:30. Falei com a (Editado pelo ReclameAQUI) que me disse, após pedir para eu aguardar por 4x que resultou em 10 minutos de espera, que o cancelamento não tinha sido processado ainda pq estavam esperando o produto retornar ao estoque deles. <br /><br />O PRODUTO ESTA COM A TRANSPORTADORA DELES !!! DESDE O DIA 14/12 !!!!<br /><br />Perguntei:<br />- Se levar uma semana pra chegar para vocês, meu estorno fica atrasado ? A culpa é minha ?<br />Resposta = Foi solicitada a devolução para podermos agilizar o estorno. <br />Eu novamente, só para confirmar = mas se a devolução demorar, meu estorno demorará ?<br />Resposta = Sim, por isso foi solicitada a devolução urgente.<br /><br />Ou seja, além de não fazerem o cancelamento de imediato, ainda estou na mao da transportadora deles ! Se o produto estivesse comigo, tudo bem.. eu devolvo primeiro para depois cancelar.. mas o produto esta com eles !! Com a transportadora deles ! Eu nunca recebi e não posso eu ser punido ou ter meu estorno atrasado por um processo que não tenho qualquer influencia (entrega pela transportadora deles).<br /><br />Espero a devolução de IMEDIATO ! O CANCELAMENTO DE IMEDIATO !!<br />Voces que se resolvam internamente sem causar DANOS a mim ! <br />Qual o dano ?? Eu ter que pagar o valor na fatura do cartão para ser reembolsado em até 2 seguintes...<br />Haverá juros no reembolso ? Não... e alguma compensação ? Claro que não né..<br /><br />Para registro – como não tive o cupom e recebi um péssimo atendimento, comprei o produto em oura loja no shopping. Felizmente, nesse mercado há concorrência. <br /><br />AGUARDO POSIÇÃO !<br />Rodrigo",chargeback,2016-12-22T12:20:38
"COMPREI NA   E MEU PEDIDO HAVIAM 2 ITENS. CANCELEI 1 DELES, POIS NÃO O QUERIA MAIS E ENTREI EM CONTATO COM A ATENDENTE (Editado pelo Reclame AQUI), NO CHAT DO PRÓPRIO SITE. A MESMA ME INFORMOU NO DIA 17/11/2016 QUE O VALOR TOTAL DO ITEM QUE FOI CANCELADO, IRIA SER ESTORNADO NO MÊS DE DEZEMBRO, MAS NÃO FOI!!! CADÊ A PALAVRA DA EMPRESA DIANTE DESSA FUNCIONÁRIA? ME DIZ O PORQUE QUE ELA ME AFIRMOU QUE IRIA SER ESTORNADO O VALOR TOTAL PRO MEU CARTÃO E NÃO FOI? ESTÁ AQUI A SEGUNDA E ÚLTIMA PARCELA DO PEDIDO TOTAL, NÃO FOI SÓ DO ITEM QUE QUIS QUE FATURASSEM! QUERO O VALOR TOTAL DO ITEM QUE CANCELEI PRA ONTEM!!! E SE NÃO ESTORNAREM, IREI RECORRER NA JUSTIÇA, COM TODOS OS MEUS DIREITOS DE CONSUMIDOR! COMO EU GUARDO TODOS OS PRINTS DAS CONVERSAS DURANTE OS ATENDIMENTOS QUE TENHO NESSE CHAT DE VOCÊS, MANDO COM TODO O PRAZER A PROVA DE QUE A FUNCIONÁRIA (Editado pelo Reclame AQUI) AFIRMA QUE O VALOR TOTAL DO ITEM QUE FOI CANCELADO, ESTARIA ESTORNADO EM MEU CARTÃO NA FATURA DE DEZEMBRO!!! VEIO A FATURA E INFELIZMENTE TEREI QUE PAGAR, MAS QUERO UMA POSIÇÃO DE VOCÊS DE QUE ESSE VALOR TOTAL DO ITEM CANCELADO ESTEJA ESTORNADO PRA ONTEM NO MEU CARTÃO OU TOMAREI MINHAS ATITUDES! NÃO É DE HOJE QUE ESSA EMPRESA INFELIZMENTE ME DÁ DORES DE CABEÇA! É UM PROBLEMA ATRÁS DO OUTRO E ISSO ENCHE A CABEÇA DE UM! BEM. AGUARDO CONTATO COM SOLUÇÕES E SEM MAIS PROBLEMAS!!!",chargeback,2016-12-21T21:27:41
"Fiz compra de um Vade Mecum 2016 na Black Friday (25/11/2016) no site da  , no valor de R$19,90 mais frete de R$13,70 totalizando R$ 33,60 , o mesmo chegou na segunda feira dia 28/11/2016 , e quando recebi vi que não me atendia, no mesmo dia acionei pelo site o meu direito de arrependimento, no site tem uma seção exclusiva pra isso achei até interessante isso, recebi email de confirmação de devolução (Nro. do processo de devolução: 1680300) fiz o que pedia as instruções e devolvi o produto pelos correios pela coleta reversa( tenho comprovante) no outro dia, terça feira 29/11/2016, o mesmo chegou para eles no dia 30/11/2016 e dia 2 de dezembro recebi email de confirmação de recebimento e reembolso, até aqui tudo bem, mas quando acesso link do email para solicitação de reembolso, qual a minha surpresa ao ver que o reembolso é somente o valor do produto e não o total pago junto com o frete, isso é absurdo tendo em vista que no artigo 49 do CDC é claro: o reembolso deve ser feito no valor total, incluindo frete e outras despesas que possam eventualmente ter existido nesse processo; a redação do parágrafo único do artigo mencionado estabelece que, em caso de desistência das compras não presenciais, ...os valores pagos A QUALQUER TÍTULO, durante o prazo de reflexão, serão devolvidos, de imediato, monetariamente atualizados. está claro que, entre esses valores, estão incluídas eventuais despesas com frete. <br />Entrei em contato por telefone e a atendente(tenho protocolo anotado) disse que ia passar para o setor responsável minha reclamação e que eles iam estornar tudo certinho, esperei pra ver e hoje olha a fatura do cartão e o estorno foi só os R$19,90,  realmente não cumprem o que está no CDC.",chargeback,2016-12-20T19:17:45
"Comprei um jogo na  .com.br em 24/11 (pedido 251508860) e mandei entregar em uma loja física para que eu pudesse retirar. <br />     <br />O prazo de entrega era 8/12, e até agora o produto não chegou na loja.<br />      <br />Entrei em contato diversas vezes (protocolos 5051306, 5069825, 5120226 e 5147500), solicitei o cancelamento e eles não cancelam o pedido, não devolvem o dinheiro e não conseguem estabelecer um prazo para a devolução.<br />      <br />A última informação foi que o ressarcimento só poderá ser feito depois que o produto retornar ao depósito!!! Vejam o absurdo, o produto foi enviado para a retirada em um loja! Eu não tenho como devolver um produto que sequer foi enviado para mim.<br />      <br />Eu comprei e paguei pelo produto há 26 dias. A   online enviou o produto para uma loja   física. O produto não chegou e está 12 dias além do prazo. <br />     <br />Exijo devolução imediata do dinheiro.<br />     <br />P.S.1: Ontem ao cadastrar a denúncia aqui no site, falei por chat com Livia Matos, que pediu para que eu aguardasse 24 horas por uma resposta. (protocolo 5155599)<br />Aguardei.<br />Pela quinta vez, ninguém me deu uma posição.<br />      <br />P.S. 2: recebi um email automático com o contato de uma atendente de nome Margarida. Afinal  , quem vai acompanhar esse caso? Livia ou Margarida.",chargeback,2016-12-20T17:47:05
"Realizei um pedido na na   em SETEMBRO, o mesmo contia um produto no valor de 7,70 e antes da data (diga-se de passagem teve 3 trocas de data) de entrega me foi enviado um e mail informando que o mesmo não se encontrava em estoque, não bastando o pedido principal foi alterado em mais de 6 datas diferente.<br />resolvi então cancelar o pedido e desde então só recebo prazos e nada de devolução ou reembolso por parte da  .",chargeback,2016-12-20T16:36:29
"Comprei pelo site da   uma impressora HP, no dia 13/11/2016 me deram um prazo de 8 dias úteis para receber em minha casa. Não recebi, entrei em contato por telefone me deram 3 dias úteis para apurar e que entrariam em contato comigo e não entraram, então liguei novamente e me disseram que eu tinha que esperar 6 dias úteis e não três, então esperei 6 dias úteis e mesmo assim não entraram em contato comigo. Eu liguei novamente e pedi o cancelamento da impressora pois já tinha comprado outra impressora, pois precisava com urgência e, pedi o reembolso, dai então eles só me dão prazos para e mais prazos para que eles recebam a impressora de volta, (já receberam no dia 16/12/2016) e até agora não recebi meu dinheiro de volta pelo contrário eles querem me dar mais prazo dessa vez de 10 dias para entrarem em contato comigo, mas como pude ver nesse decorrer de tempo eles não entram em contato comigo, o tempo passa eles receberam meu dinheiro, não recebi a impressora e não vi a cor do meu reembolso, a única coisa que me oferecem quando eu ligo, pois eles não entram em contato comigo é prazos para resolver, estes prazos acabam e até agora estou a ver navios.<br /><br />Estou grávida com a pressão alta e tendo muitos aborrecimentos, há mais de um mês com a loja  .",chargeback,2016-12-20T12:15:48
"Fiz uma compra de um x box na semana dá Black Friday. Recebi email dizendo que eu deveria confirmar dados para que a compra prosseguisse. Até aí tudo bem. Pedido cancelado pois decidi comprar em outra loja. Produto foi faturado e esta em minha fatura do cartão de crédito! Absurdo, pois além de não ter recebido nada, nem confirmei a compra. Criaram um sistema de segurança que nem vocês mesmos obedecem? Estornaram meu dinheiro!!!",chargeback,2016-12-19T22:47:30
"FIZ UM PEDIDO DIA 20/10 O QUAL POR MOTIVOS PARTICULARES TENTEI O QUAL PEDI O CANCELAMENTO NO MESMO DIA E LOGO FOI CANCELADO, MAS ATÉ HOJE NÃO HOUVE ESTORNO NO CARTÃO DE CRÉDITO. VEIO A SEGUNDA FATURA E NADA DE ESTORNO. FALEI COM ELES NO DIA 16/10 E ME INFORMARAM QUE IRIA ESTAR SENDO PROCESSADA NO PRÓXIMOS DIAS, MAS NADA ATÉ AGORA. <br />QUAL A SOLUÇÃO PARA ISSO?",chargeback,2016-12-19T07:48:01
"Essa é minha terceira reclamação contra a   sobre o mesmo pedido, realizei uma compra e 05 dias depois solicitei o cancelamento e estorno (29/11) até o presente momento a empresa só me devolveu a metade do valor pago, a atendente Mariza, preta um péssimo atendimento às minhas reclamações e ao ligar na Ouvidoria e solicitar um cartão presente (já que a empresa não em devolveu o que é meu por direito) a mesma informou que o sistema estava inoperante e que iria me retornar com a solução (como sempre não tive retorno dela) solicito a   que realize o estorno ou o cadastramento imediato do cartão presente para que eu realize uma nova compra e não aceito ser atendida por a funcionária Mariza, pois ela trata os clientes com total descaso.",chargeback,2016-12-18T13:01:01
"Comprei na Black Friday dia 24/11/16 Guitar Hero Live Bundle - X360 pela  .com.br ele chegou 06/12/16 em apenas 3 dias o produto apresentou defeito, a loja física   do Flamboyant Shopping abriu uma exceção (por ser um produto eletrônico) e trocou o produto por um novo. Novamente em em apenas 2 dias apresentou um defeito similar (Botão Strum Bar não respondendo). Na segunda vez a loja física se recusou a fazer qualquer tipo de troca.<br /><br />Então pedi a troca pelo site, mas me arrependo, não quero mais o produto pois já vi que não é de boa qualidade, quero o estorno/reembolso ou no mínimo um vale troca no mesmo valor. Falei com uma atendente pelo Chat online que eu queria o reembolso e não a troca, depois de muito conversar ela me diz que vai passar o meu caso para um superior e em até 3 dias ele iria me ligar para falar do procedimento. Os 3 dias se passaram e nada, nenhuma das minhas dúvidas foram respondidas.<br /><br />1-No manual diz para não desmontar depois de montado, porém ele não cabe dentro da caixa que veio montado, envio ele fora da caixa e o resto dos equipamentos dentro da caixa? não é perigoso arranhar no transporte?<br /><br />2-Se eu o colocar dentro da caixa em que veio o braço fica para fora, e precisaria de uma caixa maior para não ter perigo, vocês que vão pagar por essa caixa?<br /><br />3-Para onde vão enviar o dinheiro do estorno?",chargeback,2016-12-17T16:12:00
"Ganhamos um cartão presente de R$ 30,00. Fui tentar realizar uma compra, mas cancelei o pedido. Fui tentar usar novamente, e constou que o cartão estava sem saldo. Procurei o atendimento online, me pediram para tentar comprar pelo telefone. Tentei, me pediram para aguardar 3 dias úteis. Aguardei, nada. Entrei em contato com o atendimento online, me disseram que a central iria resolver. Até agora, nada. Nenhum e-mail e nem telefonema. O cartão venceria dia 16/12/2016. A atendente me garantiu que vão estender o prazo de validade. Quero fazer minhas compras de natal e estava contando com esse cartão presente. O problema é tão fácil de resolver, mas a loja prefere fazer o cliente esperar. Sem prazo e nem nada, tão perto do natal.",chargeback,2016-12-16T14:34:22
"No Black Friday fiz a compra de um fone de ouvido JBL, mas para minha surpresa, o prazo se estendeu. Como o produto não havia sido postado ainda, resolvi cancelar o pedido. Informei os meus dados bancários e aguardei o prazo de um dia útil. Não recebi nada. Entrei em contato e falaram que era para eu aguardar o prazo de 3 dias úteis. Aguardei e nada. Entrei em contato novamente e falaram para eu aguardar 7 dias úteis, pois esse é o prazo para reembolso. Aguardei e nada. Entrei em contato de novo e tive uma surpresa.  Não realizam depósito na conta poupança do meu banco. Eu entrei em contato 3 vezes, fora o sistema que deveria avisar quais bancos a   não deposita e ninguém disse nada.  Me informaram que poderiam realizar o depósito em outra conta de outro titular, mas para isso teria que preencher um termo. Eu receberia esse termo em até 3 dias úteis. Advinha? Não recebi o termo. Entrei em contato e falaram que era para eu aguardar (quanto?) e encerram meu atendimento.  <br />Acabou a minha paciência. Ou alguém resolve o meu problema até segunda, ou eu JURO que faço um B.O.. Não é possível. É muito conveniente não depositarem justamente na conta poupança do meu banco. Acho muito conveniente ninguém ter avisado em meus atendimentos sobre isso. Acho conveniente falarem que irão mandar um termo e não mandarem. Chega, cansei de ser enganado. Na minha opinião isso já virou caso de polícia. Eu também já tenho um protocolo aberto no Procon. Quantos mais vocês enrolarem, pior vai ser. Espero que muitas pessoas visualizem essa mensagem e vejam o péssimo atendimento da  .",chargeback,2016-12-16T10:31:13
"Eu comprei um jogo no site da   no valor de R$ 179,91 em 07/11/2016 (pedido 246074450) e escolhi como forma de entrega, a retirada do produto na loja   do shopping Eldorado em São Paulo. O prazo de entrega informado foi 16/11/2016. Na hora eu achei estranho o prazo ser tão grande, pois havia acabado de sair da loja e tinha o jogo pra vender lá. Imaginei que escolhendo a retirada na loja iria agilizar o processo e facilitar pra loja e pra mim. Meu engano...<br /><br />Passou o prazo do dia 16/11 e no dia 17/11 entrei em contato com o atendimento da   para cancelar o pedido. O atendente fez a solicitação do cancelamento, mas estou até hoje tentando receber meu dinheiro de volta sem sucesso. <br />Já está completando um mês que solicitei o cancelamento e durante este período entrei várias vezes em contato com o atendimento que sempre me diz que tenho que aguardar. <br /><br />Em resumo, a   não consegue entregar um simples produto em uma de suas próprias lojas (sendo que a loja tinha o produto a venda), e pior, não consegue devolver o dinheiro do pedido cancelado. Cancelamento este, em função de falha no processo de entrega da própria  .<br /><br />E agora, estou me sentindo um idiota tendo que entrar em contato toda hora com o atendimento praticamente implorando pra receber meu dinheiro de volta.<br /><br />Estou completamente insatisfeito com a loja e não pretendo comprar mais pra evitar passar raiva novamente.",chargeback,2016-12-15T16:08:18
"Efetuei compra de um smartphone lenovo vibe c2 onde com 3 dias desistir da compra, porem nao pude cancelar pois produto ja estava com transportador. Como trabalho, e so minha mae(idosa) fica em casa. Deixei um bilhete anotado com codigo de postagem recusando entrega . Porem, mesmo minha mae mostrando bilhete CORREIOS efetuou entrega. Agora nao tenho como ir numa agencia dos correios para efetuar devoluçao. ABSURDO! EFETUEAREM ENTREGA MESMO INFORMANDO RECUSA. Favor solucionar problema.",chargeback,2016-12-15T11:21:22
Fiz uma compra na   dia 03.11.2016 e cancelei no dia 04.11.2016. A compra foi pelo Alelo Cultura. Até hoje não devolveram meu dinheiro.<br />Eles dizem que enviaram o pedido de estorno à Alelo e a Alelo diz que não recebeu nada.<br />Estou gastando meu tempo e ligações para ficar pedindo que devolvam meu dinheiro e ninguém se responsabiliza por isto.,chargeback,2016-12-14T11:09:54
"Comprei um Headset Philips SHM1900/00 por um amigo ter me indicado. Preferi comprar na   por eu já ser cliente e normalmente comprar lá. Ocorre que o headset veio com defeito do lado direito, como se a membrana da caixa de som dele estivesse rompida ou solta.<br />Solicitei a devolução e, com a guia em mãos, fui a uma agência dos correios e enviei o produto. <br /><br />Entretanto, recebi um e-mail dizendo que meu crédito a ser reembolsado seria de R$89,12 enquanto eu paguei R$97,02 no total. A empresa explicou que a diferença de R$ 7,90 seria referente ao frete, este NÃO REEMBOLSADO.<br /><br />Se fosse o caso de arrependimento em si - e não o é, apesar de ser um direito do consumidor - o produto veio com DEFEITO. Quisera eu não ter passado duas horas na agência do correio esperando que o headset com defeito tivesse sido remetido e eu estivesse com ele (desde que em perfeito estado), mas isso não ocorreu. <br />Por que o consumidor não pode exercer seu direito de arrependimento (direito potestativo, não precisa ser motivado) e continuar pagando o frete de um produto com defeito, em total desrespeito ao art. 49, p. ú. do Código de Defesa do Consumidor? Eu queria, na verdade, ter TROCADO o headset por um em perfeito estado, mas ele está esgotado de todas as lojas que confio (comprei um dos dois últimos na  ), mas se isso não é possível, quero o reembolso TOTAL do que paguei pelo headset com DEFEITO.",chargeback,2016-12-13T13:00:05
